sale_id,date,sale_type,customer_name,product_name,size,quantity_sold
48,2023-01-03,Retail,SonIro Mini Market,Coriander Powder,250g,5
49,2023-01-03,Wholesale,Restaurant Suppliers Lanka,Black Pepper Powder,1kg,154
50,2023-01-03,Retail,SonIro Mini Market,Curry Powder,100g,3
54,2023-01-03,Retail,New City Stores,Turmeric Powder,250g,6
52,2023-01-03,Retail,Kalana Stores,Curry Powder,250g,17
53,2023-01-03,Retail,Yohan Super,Turmeric Powder,100g,10
47,2023-01-03,Wholesale,Cargills Food City,Coriander Powder,100g,153
51,2023-01-03,Retail,Village Mart,Black Pepper Powder,100g,12
46,2023-01-03,Retail,Pallapitiya Stores,Coriander Powder,250g,12
41,2023-01-03,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,1kg,9
44,2023-01-03,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),250g,13
43,2023-01-03,Retail,Gothama Stores,Turmeric Powder,250g,8
42,2023-01-03,Retail,Family Mart,Black Pepper Powder,100g,2
40,2023-01-03,Retail,Shantha Super Stores,Coriander Powder,25g,17
39,2023-01-03,Retail,Italian Mart Kuliyapitiya,Black Pepper Powder,1kg,16
38,2023-01-03,Wholesale,Sathosa,Curry Powder,100g,221
37,2023-01-03,Wholesale,Cargills Food City,Coriander Powder,100g,142
45,2023-01-03,Retail,Kalana Stores,Chili Powder (Steam Less),50g,2
72,2023-01-04,Retail,Shantha Super Stores,Turmeric Powder,50g,20
71,2023-01-04,Retail,Sagara Super,Black Pepper Powder,25g,18
70,2023-01-04,Retail,Pallapitiya Stores,Turmeric Powder,250g,8
69,2023-01-04,Wholesale,Cargills Food City,Black Pepper Powder,100g,285
68,2023-01-04,Retail,Shantha Super Stores,Curry Powder,50g,20
67,2023-01-04,Retail,Village Mart,Coriander Powder,250g,15
66,2023-01-04,Wholesale,Keells Super,Curry Powder,500g,255
65,2023-01-04,Retail,Village Mart,Curry Powder,50g,12
64,2023-01-04,Retail,Gihan Super,Chili Powder (Steam Less),500g,7
62,2023-01-04,Wholesale,Laugfs Super,Chili Powder (Steam Less),250g,261
61,2023-01-04,Retail,Family Mart,Turmeric Powder,500g,6
60,2023-01-04,Retail,CO-OP Big City Kuliyapitiya,Coriander Powder,250g,5
59,2023-01-04,Retail,Rathnayake Stores,Curry Powder,500g,10
58,2023-01-04,Retail,Sewmi Stores,Coriander Powder,1kg,9
57,2023-01-04,Retail,Gihan Super,Chili Powder (Steam Less),100g,14
56,2023-01-04,Retail,Village Mart,Coriander Powder,25g,14
55,2023-01-04,Retail,Ranjith Stores,Turmeric Powder,1kg,9
63,2023-01-04,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,500g,14
84,2023-01-05,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),1kg,7
85,2023-01-05,Retail,Gihan Super,Coriander Powder,250g,13
86,2023-01-05,Retail,Yohan Super,Curry Powder,1kg,20
83,2023-01-05,Retail,Kuliyapitiya Stores,Curry Powder,1kg,5
88,2023-01-05,Retail,Village Mart,Coriander Powder,1kg,3
89,2023-01-05,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),50g,9
90,2023-01-05,Retail,Ranjith Stores,Coriander Powder,500g,5
87,2023-01-05,Retail,Village Mart,Curry Powder,1kg,1
82,2023-01-05,Retail,Village Mart,Black Pepper Powder,500g,4
76,2023-01-05,Retail,Kalana Stores,Turmeric Powder,50g,19
80,2023-01-05,Retail,Pallapitiya Stores,Black Pepper Powder,25g,15
73,2023-01-05,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),50g,14
74,2023-01-05,Retail,Ranjith Stores,Chili Powder (Steam Less),250g,17
75,2023-01-05,Wholesale,Rancrisp,Curry Powder,250g,278
81,2023-01-05,Wholesale,Cargills Food City,Black Pepper Powder,100g,128
77,2023-01-05,Retail,Gothama Stores,Curry Powder,100g,6
78,2023-01-05,Retail,Gothama Stores,Curry Powder,500g,4
79,2023-01-05,Wholesale,Rancrisp,Coriander Powder,500g,151
108,2023-01-06,Retail,Pallapitiya Stores,Chili Powder (Steam Less),1kg,5
107,2023-01-06,Retail,Sagara Super,Curry Powder,250g,5
106,2023-01-06,Retail,Pallapitiya Stores,Curry Powder,50g,18
105,2023-01-06,Retail,Jagath Store,Chili Powder (Steam Less),100g,2
104,2023-01-06,Retail,Piyal Stores,Black Pepper Powder,100g,14
103,2023-01-06,Retail,Pallapitiya Stores,Curry Powder,50g,3
101,2023-01-06,Retail,Sagara Super,Turmeric Powder,500g,18
99,2023-01-06,Retail,Ranjith Stores,Coriander Powder,25g,8
102,2023-01-06,Retail,Gihan Super,Turmeric Powder,1kg,2
91,2023-01-06,Retail,Shantha Super Stores,Coriander Powder,250g,9
98,2023-01-06,Retail,Gihan Super,Coriander Powder,250g,14
92,2023-01-06,Retail,Kalana Stores,Coriander Powder,250g,4
93,2023-01-06,Retail,Ranjith Stores,Curry Powder,500g,16
94,2023-01-06,Retail,Kalana Stores,Black Pepper Powder,50g,2
100,2023-01-06,Wholesale,Laugfs Super,Turmeric Powder,500g,219
96,2023-01-06,Wholesale,Cargills Food City,Black Pepper Powder,250g,147
97,2023-01-06,Retail,Kuliyapitiya Stores,Turmeric Powder,500g,16
95,2023-01-06,Wholesale,Restaurant Suppliers Lanka,Black Pepper Powder,500g,164
126,2023-01-07,Retail,Village Mart,Coriander Powder,100g,7
125,2023-01-07,Retail,Gothama Stores,Curry Powder,500g,17
124,2023-01-07,Retail,Gothama Stores,Coriander Powder,500g,18
123,2023-01-07,Retail,Italian Mart Kuliyapitiya,Coriander Powder,1kg,7
122,2023-01-07,Retail,Kalana Stores,Curry Powder,50g,18
121,2023-01-07,Retail,Piyal Stores,Chili Powder (Steam Less),1kg,3
120,2023-01-07,Retail,Pragathi Stores,Chili Powder (Steam Less),50g,3
119,2023-01-07,Retail,Yohan Super,Curry Powder,500g,16
118,2023-01-07,Retail,Jagath Store,Black Pepper Powder,500g,15
117,2023-01-07,Retail,Kalana Stores,Black Pepper Powder,1kg,7
115,2023-01-07,Retail,Sagara Super,Black Pepper Powder,25g,20
109,2023-01-07,Retail,Pallapitiya Stores,Coriander Powder,100g,20
110,2023-01-07,Retail,New City Stores,Curry Powder,100g,15
111,2023-01-07,Retail,Yohan Super,Coriander Powder,250g,5
116,2023-01-07,Retail,Ranjith Stores,Turmeric Powder,100g,11
113,2023-01-07,Wholesale,CIB Shopping Centre,Curry Powder,250g,63
114,2023-01-07,Retail,Piyal Stores,Chili Powder (Steam Less),250g,5
112,2023-01-07,Retail,Shantha Super Stores,Turmeric Powder,1kg,20
144,2023-01-08,Wholesale,CIB Shopping Centre,Black Pepper Powder,50g,281
136,2023-01-08,Retail,Sewmi Stores,Black Pepper Powder,50g,7
142,2023-01-08,Retail,Pragathi Stores,Chili Powder (Steam Less),500g,20
141,2023-01-08,Retail,Gothama Stores,Coriander Powder,100g,19
140,2023-01-08,Retail,Sagara Super,Coriander Powder,25g,7
139,2023-01-08,Retail,Family Mart,Curry Powder,1kg,7
138,2023-01-08,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),100g,6
137,2023-01-08,Retail,Shantha Super Stores,Coriander Powder,100g,1
143,2023-01-08,Retail,Pragathi Stores,Chili Powder (Steam Less),250g,8
135,2023-01-08,Retail,Sagara Super,Curry Powder,250g,20
133,2023-01-08,Retail,New City Stores,Black Pepper Powder,250g,19
132,2023-01-08,Retail,Yohan Super,Chili Powder (Steam Less),1kg,4
131,2023-01-08,Retail,Rathnayake Stores,Turmeric Powder,1kg,2
130,2023-01-08,Retail,Sewmi Stores,Curry Powder,1kg,13
129,2023-01-08,Retail,SonIro Mini Market,Coriander Powder,250g,5
128,2023-01-08,Retail,Yohan Super,Turmeric Powder,500g,14
127,2023-01-08,Retail,SonIro Mini Market,Turmeric Powder,100g,6
134,2023-01-08,Wholesale,Sathosa,Coriander Powder,100g,230
155,2023-01-09,Retail,Shantha Super Stores,Coriander Powder,100g,7
162,2023-01-09,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),250g,10
161,2023-01-09,Wholesale,Laugfs Super,Coriander Powder,250g,132
160,2023-01-09,Retail,Pragathi Stores,Chili Powder (Steam Less),1kg,9
159,2023-01-09,Retail,Shantha Super Stores,Chili Powder (Steam Less),1kg,2
157,2023-01-09,Retail,Jagath Store,Chili Powder (Steam Less),100g,9
156,2023-01-09,Retail,Pallapitiya Stores,Chili Powder (Steam Less),100g,14
154,2023-01-09,Wholesale,Arpico Super Centre,Chili Powder (Steam Less),500g,125
158,2023-01-09,Retail,Gihan Super,Coriander Powder,500g,10
152,2023-01-09,Retail,Family Mart,Curry Powder,1kg,5
146,2023-01-09,Retail,Kuliyapitiya Stores,Curry Powder,1kg,10
147,2023-01-09,Retail,Ranjith Stores,Black Pepper Powder,250g,18
148,2023-01-09,Retail,Kalana Stores,Turmeric Powder,1kg,15
145,2023-01-09,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,1kg,12
149,2023-01-09,Retail,Jagath Store,Black Pepper Powder,50g,3
150,2023-01-09,Wholesale,Arpico Super Centre,Turmeric Powder,500g,35
151,2023-01-09,Retail,Family Mart,Turmeric Powder,500g,12
153,2023-01-09,Retail,Kalana Stores,Chili Powder (Steam Less),500g,14
173,2023-01-10,Retail,Kuliyapitiya Stores,Coriander Powder,250g,14
180,2023-01-10,Retail,Yohan Super,Coriander Powder,250g,7
179,2023-01-10,Retail,Sewmi Stores,Chili Powder (Steam Less),1kg,9
178,2023-01-10,Retail,Gihan Super,Black Pepper Powder,100g,11
177,2023-01-10,Retail,Family Mart,Turmeric Powder,1kg,14
176,2023-01-10,Retail,Rathnayake Stores,Coriander Powder,100g,15
175,2023-01-10,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,250g,3
174,2023-01-10,Retail,Kalana Stores,Chili Powder (Steam Less),1kg,3
172,2023-01-10,Retail,Family Mart,Coriander Powder,100g,15
171,2023-01-10,Retail,Yohan Super,Coriander Powder,25g,16
170,2023-01-10,Retail,Jagath Store,Chili Powder (Steam Less),1kg,16
169,2023-01-10,Retail,New City Stores,Turmeric Powder,500g,14
168,2023-01-10,Retail,Yohan Super,Chili Powder (Steam Less),1kg,8
167,2023-01-10,Retail,Ranjith Stores,Black Pepper Powder,1kg,20
166,2023-01-10,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),100g,13
165,2023-01-10,Retail,Gihan Super,Chili Powder (Steam Less),100g,13
164,2023-01-10,Wholesale,CIB Shopping Centre,Turmeric Powder,50g,240
163,2023-01-10,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),250g,15
192,2023-01-11,Retail,Piyal Stores,Coriander Powder,1kg,7
193,2023-01-11,Retail,Gihan Super,Curry Powder,250g,6
194,2023-01-11,Retail,Kalana Stores,Black Pepper Powder,1kg,6
198,2023-01-11,Retail,Pragathi Stores,Chili Powder (Steam Less),250g,20
196,2023-01-11,Retail,Rathnayake Stores,Curry Powder,50g,8
197,2023-01-11,Retail,Kalana Stores,Coriander Powder,1kg,11
191,2023-01-11,Retail,Sagara Super,Turmeric Powder,500g,8
195,2023-01-11,Retail,Gihan Super,Turmeric Powder,1kg,10
190,2023-01-11,Retail,Pallapitiya Stores,Black Pepper Powder,1kg,9
189,2023-01-11,Retail,Gothama Stores,Chili Powder (Steam Less),250g,9
188,2023-01-11,Wholesale,Laugfs Super,Turmeric Powder,100g,125
187,2023-01-11,Retail,Italian Mart Kuliyapitiya,Curry Powder,1kg,18
186,2023-01-11,Retail,Gihan Super,Chili Powder (Steam Less),50g,7
185,2023-01-11,Wholesale,Keells Super,Turmeric Powder,250g,66
184,2023-01-11,Retail,Kuliyapitiya Stores,Coriander Powder,250g,11
183,2023-01-11,Retail,New City Stores,Chili Powder (Steam Less),50g,5
182,2023-01-11,Retail,Italian Mart Kuliyapitiya,Coriander Powder,250g,8
181,2023-01-11,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,1kg,8
210,2023-01-12,Retail,Pallapitiya Stores,Coriander Powder,250g,10
211,2023-01-12,Wholesale,CIB Shopping Centre,Chili Powder (Steam Less),500g,180
212,2023-01-12,Retail,Sagara Super,Turmeric Powder,50g,13
216,2023-01-12,Retail,Jagath Store,Black Pepper Powder,25g,8
214,2023-01-12,Retail,SonIro Mini Market,Black Pepper Powder,25g,16
215,2023-01-12,Retail,Pallapitiya Stores,Coriander Powder,250g,10
209,2023-01-12,Retail,Rathnayake Stores,Coriander Powder,500g,4
213,2023-01-12,Retail,SonIro Mini Market,Curry Powder,500g,14
208,2023-01-12,Retail,Rathnayake Stores,Curry Powder,100g,5
207,2023-01-12,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),250g,13
206,2023-01-12,Wholesale,Glomark,Turmeric Powder,50g,145
205,2023-01-12,Retail,Pragathi Stores,Chili Powder (Steam Less),500g,13
204,2023-01-12,Retail,Gothama Stores,Curry Powder,1kg,20
203,2023-01-12,Retail,Family Mart,Curry Powder,500g,19
202,2023-01-12,Retail,Jagath Store,Coriander Powder,500g,17
201,2023-01-12,Retail,Kuliyapitiya Stores,Curry Powder,50g,7
200,2023-01-12,Retail,Jagath Store,Chili Powder (Steam Less),250g,13
199,2023-01-12,Retail,SonIro Mini Market,Black Pepper Powder,50g,16
233,2023-01-13,Retail,Jagath Store,Black Pepper Powder,100g,17
232,2023-01-13,Retail,Gihan Super,Coriander Powder,100g,12
231,2023-01-13,Retail,Family Mart,Turmeric Powder,50g,20
230,2023-01-13,Retail,Piyal Stores,Turmeric Powder,500g,4
229,2023-01-13,Retail,Ranjith Stores,Black Pepper Powder,1kg,10
228,2023-01-13,Retail,Jagath Store,Chili Powder (Steam Less),500g,5
227,2023-01-13,Retail,Jagath Store,Turmeric Powder,1kg,8
226,2023-01-13,Wholesale,Hotel Suppliers Lanka,Coriander Powder,100g,210
234,2023-01-13,Retail,Yohan Super,Black Pepper Powder,1kg,6
224,2023-01-13,Retail,Gothama Stores,Curry Powder,250g,16
217,2023-01-13,Retail,Kuliyapitiya Stores,Coriander Powder,1kg,10
218,2023-01-13,Wholesale,Cargills Food City,Coriander Powder,100g,147
219,2023-01-13,Retail,Italian Mart Kuliyapitiya,Coriander Powder,250g,11
225,2023-01-13,Wholesale,Laugfs Super,Chili Powder (Steam Less),500g,261
221,2023-01-13,Retail,Gihan Super,Chili Powder (Steam Less),250g,15
222,2023-01-13,Retail,Family Mart,Coriander Powder,250g,8
223,2023-01-13,Wholesale,CIB Shopping Centre,Coriander Powder,500g,234
220,2023-01-13,Retail,Piyal Stores,Black Pepper Powder,500g,20
245,2023-01-14,Retail,New City Stores,Turmeric Powder,1kg,10
252,2023-01-14,Retail,New City Stores,Chili Powder (Steam Less),250g,18
251,2023-01-14,Retail,New City Stores,Curry Powder,500g,2
250,2023-01-14,Retail,New City Stores,Black Pepper Powder,1kg,2
249,2023-01-14,Retail,Family Mart,Chili Powder (Steam Less),500g,17
248,2023-01-14,Retail,Kuliyapitiya Stores,Curry Powder,250g,15
247,2023-01-14,Retail,Ranjith Stores,Curry Powder,50g,7
246,2023-01-14,Retail,Gothama Stores,Coriander Powder,25g,1
244,2023-01-14,Retail,Jagath Store,Chili Powder (Steam Less),50g,15
243,2023-01-14,Retail,Italian Mart Kuliyapitiya,Black Pepper Powder,100g,20
242,2023-01-14,Retail,Jagath Store,Chili Powder (Steam Less),100g,19
241,2023-01-14,Wholesale,Arpico Super Centre,Turmeric Powder,1kg,140
240,2023-01-14,Retail,Sagara Super,Curry Powder,50g,3
239,2023-01-14,Retail,Ranjith Stores,Black Pepper Powder,250g,18
238,2023-01-14,Wholesale,Hotel Suppliers Lanka,Chili Powder (Steam Less),500g,187
237,2023-01-14,Retail,Jagath Store,Coriander Powder,100g,6
236,2023-01-14,Retail,Pragathi Stores,Curry Powder,500g,9
235,2023-01-14,Retail,Kuliyapitiya Stores,Turmeric Powder,50g,15
269,2023-01-15,Wholesale,CIB Shopping Centre,Coriander Powder,25g,130
268,2023-01-15,Retail,Pallapitiya Stores,Turmeric Powder,50g,12
267,2023-01-15,Retail,Sewmi Stores,Turmeric Powder,100g,10
266,2023-01-15,Retail,Ranjith Stores,Coriander Powder,1kg,4
265,2023-01-15,Retail,Kuliyapitiya Stores,Coriander Powder,250g,14
264,2023-01-15,Wholesale,Arpico Super Centre,Chili Powder (Steam Less),50g,130
263,2023-01-15,Retail,Pallapitiya Stores,Black Pepper Powder,500g,7
262,2023-01-15,Retail,Ranjith Stores,Turmeric Powder,100g,7
270,2023-01-15,Retail,Jagath Store,Chili Powder (Steam Less),100g,17
260,2023-01-15,Retail,Village Mart,Chili Powder (Steam Less),500g,19
253,2023-01-15,Retail,Gothama Stores,Black Pepper Powder,100g,14
254,2023-01-15,Retail,CO-OP Big City Kuliyapitiya,Coriander Powder,1kg,12
255,2023-01-15,Retail,Sagara Super,Curry Powder,50g,16
261,2023-01-15,Retail,Yohan Super,Coriander Powder,250g,6
257,2023-01-15,Retail,Kuliyapitiya Stores,Turmeric Powder,1kg,12
258,2023-01-15,Retail,Ranjith Stores,Curry Powder,500g,16
259,2023-01-15,Retail,Village Mart,Turmeric Powder,50g,9
256,2023-01-15,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),50g,6
281,2023-01-16,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,250g,4
287,2023-01-16,Retail,Ranjith Stores,Black Pepper Powder,25g,9
286,2023-01-16,Retail,Gothama Stores,Black Pepper Powder,1kg,4
285,2023-01-16,Wholesale,Rancrisp,Turmeric Powder,50g,109
284,2023-01-16,Retail,Village Mart,Coriander Powder,100g,2
283,2023-01-16,Retail,Sagara Super,Turmeric Powder,500g,4
282,2023-01-16,Retail,Kalana Stores,Coriander Powder,25g,12
280,2023-01-16,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),500g,12
288,2023-01-16,Retail,Kuliyapitiya Stores,Turmeric Powder,250g,4
278,2023-01-16,Retail,Pallapitiya Stores,Coriander Powder,250g,10
271,2023-01-16,Retail,New City Stores,Coriander Powder,25g,17
272,2023-01-16,Retail,Village Mart,Chili Powder (Steam Less),50g,17
273,2023-01-16,Retail,Sewmi Stores,Coriander Powder,25g,4
279,2023-01-16,Wholesale,Keells Super,Turmeric Powder,1kg,255
275,2023-01-16,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,1kg,16
276,2023-01-16,Wholesale,CIB Shopping Centre,Black Pepper Powder,50g,151
277,2023-01-16,Wholesale,Restaurant Suppliers Lanka,Coriander Powder,500g,167
274,2023-01-16,Retail,SonIro Mini Market,Curry Powder,50g,10
298,2023-01-17,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),250g,19
305,2023-01-17,Wholesale,Cargills Food City,Curry Powder,500g,79
304,2023-01-17,Wholesale,Glomark,Turmeric Powder,100g,141
303,2023-01-17,Wholesale,Sathosa,Turmeric Powder,250g,133
302,2023-01-17,Retail,Yohan Super,Curry Powder,1kg,17
301,2023-01-17,Retail,Italian Mart Kuliyapitiya,Coriander Powder,250g,17
300,2023-01-17,Wholesale,Restaurant Suppliers Lanka,Coriander Powder,100g,85
299,2023-01-17,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),250g,4
306,2023-01-17,Retail,Pragathi Stores,Turmeric Powder,250g,11
297,2023-01-17,Retail,Italian Mart Kuliyapitiya,Curry Powder,100g,6
295,2023-01-17,Retail,Village Mart,Chili Powder (Steam Less),100g,7
294,2023-01-17,Retail,Jagath Store,Curry Powder,250g,18
293,2023-01-17,Retail,Rathnayake Stores,Black Pepper Powder,250g,16
292,2023-01-17,Retail,Piyal Stores,Coriander Powder,500g,16
291,2023-01-17,Retail,Pragathi Stores,Coriander Powder,250g,9
290,2023-01-17,Retail,Gihan Super,Coriander Powder,25g,17
289,2023-01-17,Retail,SonIro Mini Market,Chili Powder (Steam Less),1kg,4
296,2023-01-17,Retail,Jagath Store,Black Pepper Powder,25g,5
318,2023-01-18,Retail,Kalana Stores,Chili Powder (Steam Less),50g,8
319,2023-01-18,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),50g,4
320,2023-01-18,Retail,Kuliyapitiya Stores,Curry Powder,500g,19
324,2023-01-18,Retail,Village Mart,Black Pepper Powder,50g,2
322,2023-01-18,Retail,CO-OP Big City Kuliyapitiya,Turmeric Powder,100g,6
323,2023-01-18,Retail,Piyal Stores,Turmeric Powder,50g,19
317,2023-01-18,Retail,Jagath Store,Coriander Powder,25g,1
321,2023-01-18,Retail,Shantha Super Stores,Chili Powder (Steam Less),100g,17
316,2023-01-18,Retail,Ranjith Stores,Chili Powder (Steam Less),500g,8
311,2023-01-18,Wholesale,Keells Super,Black Pepper Powder,25g,65
314,2023-01-18,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,100g,18
313,2023-01-18,Retail,Kalana Stores,Turmeric Powder,100g,10
312,2023-01-18,Retail,Shantha Super Stores,Chili Powder (Steam Less),500g,9
315,2023-01-18,Retail,Jagath Store,Coriander Powder,25g,17
310,2023-01-18,Retail,Gihan Super,Black Pepper Powder,25g,15
309,2023-01-18,Retail,Rathnayake Stores,Black Pepper Powder,250g,17
308,2023-01-18,Retail,New City Stores,Coriander Powder,100g,19
307,2023-01-18,Retail,Gothama Stores,Black Pepper Powder,25g,11
342,2023-01-19,Retail,Gihan Super,Black Pepper Powder,1kg,14
341,2023-01-19,Retail,Pallapitiya Stores,Chili Powder (Steam Less),250g,16
340,2023-01-19,Wholesale,Sathosa,Coriander Powder,100g,185
339,2023-01-19,Retail,Jagath Store,Chili Powder (Steam Less),1kg,14
338,2023-01-19,Retail,Jagath Store,Curry Powder,250g,5
337,2023-01-19,Retail,Gihan Super,Chili Powder (Steam Less),250g,12
336,2023-01-19,Retail,SonIro Mini Market,Chili Powder (Steam Less),500g,19
335,2023-01-19,Retail,Kuliyapitiya Stores,Curry Powder,50g,9
334,2023-01-19,Retail,Rathnayake Stores,Black Pepper Powder,50g,11
325,2023-01-19,Retail,Pallapitiya Stores,Curry Powder,250g,14
332,2023-01-19,Wholesale,Cargills Food City,Turmeric Powder,500g,179
331,2023-01-19,Wholesale,Rancrisp,Coriander Powder,250g,117
330,2023-01-19,Retail,Pallapitiya Stores,Chili Powder (Steam Less),50g,15
329,2023-01-19,Wholesale,Restaurant Suppliers Lanka,Chili Powder (Steam Less),500g,218
328,2023-01-19,Retail,Ranjith Stores,Curry Powder,50g,2
327,2023-01-19,Retail,SonIro Mini Market,Chili Powder (Steam Less),250g,20
326,2023-01-19,Retail,Jagath Store,Turmeric Powder,500g,8
333,2023-01-19,Retail,Gihan Super,Black Pepper Powder,1kg,11
354,2023-01-20,Retail,Kuliyapitiya Stores,Turmeric Powder,100g,5
355,2023-01-20,Retail,Yohan Super,Coriander Powder,500g,6
356,2023-01-20,Wholesale,Arpico Super Centre,Curry Powder,50g,227
353,2023-01-20,Retail,Piyal Stores,Coriander Powder,500g,20
358,2023-01-20,Wholesale,Restaurant Suppliers Lanka,Chili Powder (Steam Less),250g,59
359,2023-01-20,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),250g,19
360,2023-01-20,Wholesale,CIB Shopping Centre,Black Pepper Powder,25g,273
357,2023-01-20,Retail,Jagath Store,Coriander Powder,100g,1
352,2023-01-20,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),50g,1
343,2023-01-20,Retail,Pallapitiya Stores,Coriander Powder,100g,18
350,2023-01-20,Retail,Village Mart,Black Pepper Powder,250g,9
349,2023-01-20,Wholesale,Glomark,Chili Powder (Steam Less),250g,288
348,2023-01-20,Wholesale,Cargills Food City,Coriander Powder,250g,83
347,2023-01-20,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,500g,3
346,2023-01-20,Retail,SonIro Mini Market,Coriander Powder,1kg,2
345,2023-01-20,Retail,Kalana Stores,Black Pepper Powder,250g,14
344,2023-01-20,Retail,CO-OP Big City Kuliyapitiya,Coriander Powder,25g,16
351,2023-01-20,Retail,Ranjith Stores,Curry Powder,1kg,6
372,2023-01-21,Retail,Family Mart,Chili Powder (Steam Less),500g,4
373,2023-01-21,Retail,Pallapitiya Stores,Turmeric Powder,1kg,9
374,2023-01-21,Retail,Sewmi Stores,Turmeric Powder,500g,3
378,2023-01-21,Retail,Kuliyapitiya Stores,Black Pepper Powder,25g,8
376,2023-01-21,Retail,SonIro Mini Market,Turmeric Powder,500g,14
377,2023-01-21,Wholesale,CIB Shopping Centre,Coriander Powder,500g,182
371,2023-01-21,Wholesale,Laugfs Super,Chili Powder (Steam Less),500g,118
375,2023-01-21,Retail,Kalana Stores,Curry Powder,50g,13
370,2023-01-21,Retail,Sewmi Stores,Curry Powder,1kg,11
361,2023-01-21,Retail,Sagara Super,Chili Powder (Steam Less),50g,6
368,2023-01-21,Retail,Yohan Super,Coriander Powder,250g,1
367,2023-01-21,Wholesale,Sathosa,Black Pepper Powder,50g,157
