sale_id,date,sale_type,customer_name,product_name,size,quantity_sold
13199,2025-01-03,Retail,Sagara Super,Coriander Powder,100g,9
13200,2025-01-03,Retail,Jagath Store,Black Pepper Powder,100g,12
13201,2025-01-03,Retail,SonIro Mini Market,Turmeric Powder,250g,17
13202,2025-01-03,Retail,Jagath Store,Chili Powder (Steam Less),50g,9
13203,2025-01-03,Retail,Kuliyapitiya Stores,Black Pepper Powder,25g,8
13204,2025-01-03,Retail,Gothama Stores,Curry Powder,1kg,8
13205,2025-01-03,Wholesale,Glomark,Coriander Powder,1kg,187
13206,2025-01-03,Retail,Pallapitiya Stores,Turmeric Powder,1kg,18
13207,2025-01-03,Wholesale,Cargills Food City,Chili Powder (Steam Less),250g,161
13208,2025-01-03,Wholesale,Cargills Food City,Chili Powder (Steam Less),250g,177
13209,2025-01-03,Retail,Sagara Super,Chili Powder (Steam Less),250g,3
13210,2025-01-03,Retail,Pragathi Stores,Coriander Powder,25g,5
13211,2025-01-03,Retail,Italian Mart Kuliyapitiya,Black Pepper Powder,50g,20
13212,2025-01-03,Retail,Gothama Stores,Curry Powder,50g,2
13213,2025-01-04,Retail,Pallapitiya Stores,Chili Powder (Steam Less),100g,7
13214,2025-01-04,Retail,Village Mart,Chili Powder (Steam Less),100g,6
13215,2025-01-04,Retail,Pragathi Stores,Coriander Powder,25g,19
13216,2025-01-04,Retail,Gothama Stores,Black Pepper Powder,100g,9
13217,2025-01-04,Wholesale,Cargills Food City,Curry Powder,100g,177
13218,2025-01-04,Wholesale,Hotel Suppliers Lanka,Coriander Powder,100g,33
13219,2025-01-04,Retail,Sewmi Stores,Black Pepper Powder,100g,15
13220,2025-01-04,Retail,Sagara Super,Coriander Powder,1kg,10
13221,2025-01-04,Retail,Piyal Stores,Turmeric Powder,100g,9
13222,2025-01-04,Retail,Sewmi Stores,Chili Powder (Steam Less),1kg,10
13223,2025-01-04,Retail,Pallapitiya Stores,Chili Powder (Steam Less),500g,10
13224,2025-01-04,Retail,Jagath Store,Coriander Powder,100g,5
13225,2025-01-04,Retail,Piyal Stores,Chili Powder (Steam Less),1kg,12
13226,2025-01-04,Retail,SonIro Mini Market,Chili Powder (Steam Less),1kg,4
13227,2025-01-04,Retail,Pallapitiya Stores,Black Pepper Powder,500g,4
13228,2025-01-04,Retail,New City Stores,Turmeric Powder,250g,3
13229,2025-01-04,Retail,SonIro Mini Market,Curry Powder,100g,3
13230,2025-01-04,Retail,SonIro Mini Market,Turmeric Powder,500g,4
13231,2025-01-05,Wholesale,Laugfs Super,Turmeric Powder,100g,230
13232,2025-01-05,Retail,Gihan Super,Chili Powder (Steam Less),250g,6
13233,2025-01-05,Retail,Yohan Super,Coriander Powder,1kg,1
13234,2025-01-05,Retail,Ranjith Stores,Black Pepper Powder,1kg,4
13235,2025-01-05,Wholesale,Restaurant Suppliers Lanka,Black Pepper Powder,1kg,105
13236,2025-01-05,Wholesale,CIB Shopping Centre,Black Pepper Powder,100g,128
13237,2025-01-05,Retail,Yohan Super,Black Pepper Powder,250g,18
13238,2025-01-05,Retail,Shantha Super Stores,Turmeric Powder,250g,18
13239,2025-01-05,Retail,Family Mart,Coriander Powder,1kg,5
13240,2025-01-05,Wholesale,Cargills Food City,Coriander Powder,500g,254
13241,2025-01-05,Retail,Italian Mart Kuliyapitiya,Black Pepper Powder,100g,12
13242,2025-01-05,Retail,Ranjith Stores,Chili Powder (Steam Less),500g,7
13243,2025-01-05,Retail,Family Mart,Curry Powder,100g,16
13244,2025-01-05,Retail,New City Stores,Turmeric Powder,250g,4
13245,2025-01-05,Retail,Sagara Super,Chili Powder (Steam Less),250g,17
13246,2025-01-05,Retail,Pragathi Stores,Black Pepper Powder,500g,1
13247,2025-01-05,Wholesale,Keells Super,Curry Powder,1kg,41
13248,2025-01-05,Wholesale,Sathosa,Black Pepper Powder,1kg,46
13249,2025-01-06,Retail,Rathnayake Stores,Curry Powder,100g,18
13250,2025-01-06,Wholesale,Glomark,Coriander Powder,25g,293
13251,2025-01-06,Retail,Pragathi Stores,Coriander Powder,25g,7
13252,2025-01-06,Retail,Kuliyapitiya Stores,Turmeric Powder,1kg,20
13253,2025-01-06,Retail,Pallapitiya Stores,Coriander Powder,25g,6
13254,2025-01-06,Retail,Family Mart,Chili Powder (Steam Less),50g,14
13255,2025-01-06,Retail,Jagath Store,Coriander Powder,100g,15
13256,2025-01-06,Retail,Ranjith Stores,Turmeric Powder,100g,5
13257,2025-01-06,Retail,Pragathi Stores,Coriander Powder,1kg,14
13258,2025-01-06,Retail,Yohan Super,Curry Powder,100g,18
13259,2025-01-06,Retail,Family Mart,Chili Powder (Steam Less),50g,20
13260,2025-01-06,Retail,Gihan Super,Curry Powder,250g,18
13261,2025-01-06,Retail,Village Mart,Turmeric Powder,1kg,19
13262,2025-01-06,Retail,Pallapitiya Stores,Coriander Powder,100g,2
13263,2025-01-06,Retail,Yohan Super,Curry Powder,50g,8
13264,2025-01-06,Retail,Pragathi Stores,Coriander Powder,100g,15
13265,2025-01-06,Retail,Pallapitiya Stores,Chili Powder (Steam Less),1kg,16
13266,2025-01-06,Retail,Kuliyapitiya Stores,Curry Powder,50g,9
13267,2025-01-07,Retail,Sewmi Stores,Turmeric Powder,250g,12
13268,2025-01-07,Retail,Sagara Super,Chili Powder (Steam Less),1kg,4
13269,2025-01-07,Retail,Shantha Super Stores,Curry Powder,50g,7
13270,2025-01-07,Retail,SonIro Mini Market,Black Pepper Powder,50g,6
13271,2025-01-07,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),50g,2
13272,2025-01-07,Retail,Kalana Stores,Curry Powder,1kg,5
13273,2025-01-07,Retail,Jagath Store,Turmeric Powder,100g,5
13274,2025-01-07,Retail,Rathnayake Stores,Chili Powder (Steam Less),500g,2
13275,2025-01-07,Retail,Rathnayake Stores,Curry Powder,1kg,15
13276,2025-01-07,Retail,Sagara Super,Coriander Powder,1kg,16
13277,2025-01-07,Wholesale,Glomark,Coriander Powder,100g,61
13278,2025-01-07,Retail,Gihan Super,Chili Powder (Steam Less),100g,17
13279,2025-01-07,Retail,Gihan Super,Black Pepper Powder,1kg,15
13280,2025-01-07,Retail,Jagath Store,Curry Powder,250g,11
13281,2025-01-07,Retail,New City Stores,Turmeric Powder,500g,4
13282,2025-01-07,Wholesale,Rancrisp,Curry Powder,500g,139
13283,2025-01-07,Wholesale,Rancrisp,Coriander Powder,500g,227
13284,2025-01-07,Retail,Jagath Store,Coriander Powder,250g,19
13285,2025-01-08,Retail,Pallapitiya Stores,Coriander Powder,500g,4
13286,2025-01-08,Retail,Italian Mart Kuliyapitiya,Curry Powder,500g,7
13287,2025-01-08,Wholesale,Hotel Suppliers Lanka,Chili Powder (Steam Less),50g,238
13288,2025-01-08,Retail,Shantha Super Stores,Chili Powder (Steam Less),500g,16
13289,2025-01-08,Retail,CO-OP Big City Kuliyapitiya,Turmeric Powder,250g,1
13290,2025-01-08,Retail,Family Mart,Coriander Powder,500g,3
13291,2025-01-08,Retail,Pallapitiya Stores,Chili Powder (Steam Less),500g,1
13292,2025-01-08,Retail,Yohan Super,Chili Powder (Steam Less),1kg,4
13293,2025-01-08,Retail,New City Stores,Black Pepper Powder,1kg,11
13294,2025-01-08,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),50g,7
13295,2025-01-08,Retail,Sewmi Stores,Coriander Powder,100g,14
13296,2025-01-08,Retail,Gothama Stores,Coriander Powder,250g,15
13297,2025-01-08,Retail,Kalana Stores,Curry Powder,1kg,14
13298,2025-01-08,Retail,Shantha Super Stores,Coriander Powder,500g,3
13299,2025-01-08,Retail,Gothama Stores,Coriander Powder,1kg,17
13300,2025-01-08,Retail,Gothama Stores,Chili Powder (Steam Less),1kg,20
13301,2025-01-08,Retail,Kuliyapitiya Stores,Turmeric Powder,100g,11
13302,2025-01-08,Retail,Village Mart,Black Pepper Powder,500g,2
13303,2025-01-09,Wholesale,Cargills Food City,Coriander Powder,1kg,112
13304,2025-01-09,Wholesale,Laugfs Super,Chili Powder (Steam Less),100g,77
13305,2025-01-09,Retail,Jagath Store,Coriander Powder,1kg,5
13306,2025-01-09,Retail,Sagara Super,Curry Powder,250g,19
13307,2025-01-09,Retail,Gihan Super,Turmeric Powder,50g,11
13308,2025-01-09,Retail,Ranjith Stores,Chili Powder (Steam Less),250g,14
13309,2025-01-09,Retail,Family Mart,Curry Powder,1kg,19
13310,2025-01-09,Wholesale,CIB Shopping Centre,Turmeric Powder,50g,70
13311,2025-01-09,Retail,Family Mart,Black Pepper Powder,250g,12
13312,2025-01-09,Retail,Pallapitiya Stores,Black Pepper Powder,250g,13
13313,2025-01-09,Retail,Sewmi Stores,Curry Powder,100g,5
13314,2025-01-09,Retail,Village Mart,Turmeric Powder,50g,9
13315,2025-01-09,Retail,Kalana Stores,Curry Powder,1kg,5
13316,2025-01-09,Retail,Family Mart,Curry Powder,500g,7
13317,2025-01-09,Wholesale,Arpico Super Centre,Curry Powder,500g,159
13318,2025-01-09,Retail,SonIro Mini Market,Coriander Powder,100g,19
13319,2025-01-09,Wholesale,Rancrisp,Turmeric Powder,250g,78
13320,2025-01-09,Retail,Family Mart,Coriander Powder,100g,17
13321,2025-01-10,Retail,Sewmi Stores,Curry Powder,50g,13
13322,2025-01-10,Retail,Gothama Stores,Coriander Powder,100g,9
13323,2025-01-10,Retail,Village Mart,Chili Powder (Steam Less),1kg,6
13324,2025-01-10,Retail,Gothama Stores,Turmeric Powder,250g,3
13325,2025-01-10,Retail,Gothama Stores,Black Pepper Powder,250g,18
13326,2025-01-10,Retail,Shantha Super Stores,Black Pepper Powder,1kg,6
13327,2025-01-10,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,100g,13
13328,2025-01-10,Retail,Sagara Super,Curry Powder,250g,13
13329,2025-01-10,Retail,Ranjith Stores,Curry Powder,500g,17
13330,2025-01-10,Retail,Shantha Super Stores,Coriander Powder,500g,14
13331,2025-01-10,Retail,Family Mart,Curry Powder,500g,10
13332,2025-01-10,Wholesale,Glomark,Curry Powder,250g,87
13333,2025-01-10,Retail,Rathnayake Stores,Chili Powder (Steam Less),250g,19
13334,2025-01-10,Retail,Italian Mart Kuliyapitiya,Curry Powder,50g,8
13335,2025-01-10,Retail,Sagara Super,Coriander Powder,100g,4
13336,2025-01-10,Retail,Sewmi Stores,Black Pepper Powder,25g,2
13337,2025-01-10,Retail,Family Mart,Turmeric Powder,500g,2
13338,2025-01-10,Retail,Italian Mart Kuliyapitiya,Curry Powder,500g,13
13339,2025-01-11,Retail,Gihan Super,Black Pepper Powder,25g,8
13340,2025-01-11,Retail,Jagath Store,Black Pepper Powder,1kg,19
13341,2025-01-11,Wholesale,Hotel Suppliers Lanka,Chili Powder (Steam Less),500g,80
13342,2025-01-11,Wholesale,CIB Shopping Centre,Curry Powder,100g,87
13343,2025-01-11,Retail,Jagath Store,Turmeric Powder,500g,16
13344,2025-01-11,Retail,Kalana Stores,Coriander Powder,500g,9
13345,2025-01-11,Retail,Piyal Stores,Chili Powder (Steam Less),250g,6
13346,2025-01-11,Retail,Sagara Super,Turmeric Powder,1kg,16
13347,2025-01-11,Retail,Piyal Stores,Black Pepper Powder,1kg,3
13348,2025-01-11,Retail,Piyal Stores,Coriander Powder,1kg,3
13349,2025-01-11,Retail,Village Mart,Turmeric Powder,50g,12
13350,2025-01-11,Wholesale,Arpico Super Centre,Turmeric Powder,50g,132
13351,2025-01-11,Retail,Gihan Super,Chili Powder (Steam Less),1kg,3
13352,2025-01-11,Wholesale,Rancrisp,Coriander Powder,250g,253
13353,2025-01-11,Retail,Family Mart,Curry Powder,500g,17
13354,2025-01-11,Wholesale,Hotel Suppliers Lanka,Chili Powder (Steam Less),250g,215
13355,2025-01-11,Wholesale,Keells Super,Turmeric Powder,100g,255
13356,2025-01-11,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,100g,9
13357,2025-01-12,Retail,Kuliyapitiya Stores,Curry Powder,500g,16
13358,2025-01-12,Retail,Jagath Store,Turmeric Powder,250g,7
13359,2025-01-12,Retail,Ranjith Stores,Black Pepper Powder,1kg,4
13360,2025-01-12,Wholesale,CIB Shopping Centre,Coriander Powder,25g,116
13361,2025-01-12,Retail,SonIro Mini Market,Chili Powder (Steam Less),50g,4
13362,2025-01-12,Retail,Family Mart,Coriander Powder,100g,12
13363,2025-01-12,Retail,CO-OP Big City Kuliyapitiya,Chili Powder (Steam Less),1kg,15
13364,2025-01-12,Retail,Family Mart,Curry Powder,50g,9
13365,2025-01-12,Retail,Jagath Store,Black Pepper Powder,500g,14
13366,2025-01-12,Retail,Village Mart,Coriander Powder,25g,20
13367,2025-01-12,Retail,Sagara Super,Curry Powder,250g,10
13368,2025-01-12,Retail,Gihan Super,Black Pepper Powder,25g,10
13369,2025-01-12,Retail,Shantha Super Stores,Curry Powder,1kg,8
13370,2025-01-12,Retail,SonIro Mini Market,Curry Powder,250g,12
13371,2025-01-12,Retail,Gihan Super,Turmeric Powder,1kg,19
13372,2025-01-12,Retail,Family Mart,Chili Powder (Steam Less),500g,16
13373,2025-01-12,Retail,Pallapitiya Stores,Coriander Powder,250g,3
13374,2025-01-12,Retail,Yohan Super,Coriander Powder,1kg,19
13375,2025-01-13,Retail,Family Mart,Black Pepper Powder,100g,9
13376,2025-01-13,Retail,Sagara Super,Curry Powder,50g,20
13377,2025-01-13,Wholesale,Hotel Suppliers Lanka,Turmeric Powder,1kg,188
13378,2025-01-13,Retail,Yohan Super,Curry Powder,250g,14
13379,2025-01-13,Retail,Sewmi Stores,Chili Powder (Steam Less),1kg,5
13380,2025-01-13,Retail,Sagara Super,Chili Powder (Steam Less),250g,3
13381,2025-01-13,Retail,Family Mart,Turmeric Powder,50g,2
13382,2025-01-13,Retail,New City Stores,Coriander Powder,1kg,8
13383,2025-01-13,Retail,Gothama Stores,Black Pepper Powder,500g,8
13384,2025-01-13,Retail,Family Mart,Turmeric Powder,100g,14
13385,2025-01-13,Retail,Shantha Super Stores,Curry Powder,100g,13
13386,2025-01-13,Retail,Gothama Stores,Curry Powder,50g,14
13387,2025-01-13,Retail,Kalana Stores,Curry Powder,100g,8
13388,2025-01-13,Retail,Italian Mart Kuliyapitiya,Coriander Powder,25g,5
13389,2025-01-13,Retail,Rathnayake Stores,Turmeric Powder,100g,15
13390,2025-01-13,Retail,Yohan Super,Coriander Powder,25g,12
13391,2025-01-13,Retail,Gihan Super,Black Pepper Powder,25g,7
13392,2025-01-13,Retail,Piyal Stores,Black Pepper Powder,250g,2
13393,2025-01-14,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,100g,17
13394,2025-01-14,Retail,Yohan Super,Curry Powder,50g,18
13395,2025-01-14,Retail,Family Mart,Black Pepper Powder,100g,9
13396,2025-01-14,Retail,Shantha Super Stores,Chili Powder (Steam Less),250g,20
13397,2025-01-14,Wholesale,Sathosa,Coriander Powder,1kg,95
13398,2025-01-14,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),50g,18
13399,2025-01-14,Retail,New City Stores,Chili Powder (Steam Less),100g,16
13400,2025-01-14,Retail,CO-OP Big City Kuliyapitiya,Coriander Powder,25g,13
13401,2025-01-14,Retail,Pragathi Stores,Chili Powder (Steam Less),500g,3
13402,2025-01-14,Retail,Rathnayake Stores,Coriander Powder,500g,19
13403,2025-01-14,Retail,SonIro Mini Market,Black Pepper Powder,100g,2
13404,2025-01-14,Retail,Jagath Store,Turmeric Powder,100g,14
13405,2025-01-14,Retail,Yohan Super,Black Pepper Powder,50g,2
13406,2025-01-14,Retail,SonIro Mini Market,Chili Powder (Steam Less),500g,16
13407,2025-01-14,Retail,Yohan Super,Chili Powder (Steam Less),1kg,6
13408,2025-01-14,Retail,Pragathi Stores,Turmeric Powder,100g,10
13409,2025-01-14,Retail,Gothama Stores,Black Pepper Powder,250g,19
13410,2025-01-14,Retail,Village Mart,Turmeric Powder,50g,16
13411,2025-01-15,Retail,Village Mart,Coriander Powder,1kg,10
13412,2025-01-15,Retail,Gothama Stores,Curry Powder,250g,6
13413,2025-01-15,Retail,New City Stores,Coriander Powder,100g,4
13414,2025-01-15,Retail,Pragathi Stores,Black Pepper Powder,1kg,1
13415,2025-01-15,Retail,Gihan Super,Curry Powder,50g,15
13416,2025-01-15,Retail,Gothama Stores,Coriander Powder,500g,13
13417,2025-01-15,Retail,Rathnayake Stores,Turmeric Powder,500g,1
13418,2025-01-15,Retail,Pallapitiya Stores,Chili Powder (Steam Less),50g,1
13419,2025-01-15,Retail,Pragathi Stores,Turmeric Powder,50g,10
13420,2025-01-15,Retail,Rathnayake Stores,Turmeric Powder,1kg,13
13421,2025-01-15,Retail,Pragathi Stores,Chili Powder (Steam Less),1kg,11
13422,2025-01-15,Retail,Pallapitiya Stores,Turmeric Powder,100g,12
13423,2025-01-15,Wholesale,Sathosa,Curry Powder,50g,270
13424,2025-01-15,Retail,CO-OP Big City Kuliyapitiya,Turmeric Powder,1kg,17
13425,2025-01-15,Retail,Shantha Super Stores,Chili Powder (Steam Less),1kg,12
13426,2025-01-15,Retail,SonIro Mini Market,Black Pepper Powder,250g,14
13427,2025-01-15,Retail,Pragathi Stores,Black Pepper Powder,1kg,16
13428,2025-01-15,Retail,New City Stores,Chili Powder (Steam Less),250g,16
13429,2025-01-16,Retail,Sewmi Stores,Black Pepper Powder,250g,17
13430,2025-01-16,Retail,Sewmi Stores,Turmeric Powder,50g,14
13431,2025-01-16,Retail,Piyal Stores,Coriander Powder,1kg,11
13432,2025-01-16,Retail,Shantha Super Stores,Chili Powder (Steam Less),250g,12
13433,2025-01-16,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,500g,18
13434,2025-01-16,Retail,Village Mart,Turmeric Powder,1kg,1
13435,2025-01-16,Wholesale,Rancrisp,Black Pepper Powder,500g,114
13436,2025-01-16,Retail,Gihan Super,Turmeric Powder,250g,5
13437,2025-01-16,Retail,New City Stores,Black Pepper Powder,500g,13
13438,2025-01-16,Retail,Kalana Stores,Coriander Powder,250g,3
13439,2025-01-16,Retail,Sewmi Stores,Turmeric Powder,50g,18
13440,2025-01-16,Retail,Gothama Stores,Coriander Powder,25g,10
13441,2025-01-16,Retail,New City Stores,Coriander Powder,500g,20
13442,2025-01-16,Retail,Gihan Super,Turmeric Powder,100g,1
13443,2025-01-16,Retail,Sagara Super,Coriander Powder,500g,6
13444,2025-01-16,Retail,Village Mart,Turmeric Powder,250g,17
13445,2025-01-16,Wholesale,Cargills Food City,Turmeric Powder,250g,195
13446,2025-01-16,Retail,Gihan Super,Turmeric Powder,250g,10
13447,2025-01-17,Retail,Yohan Super,Curry Powder,250g,17
13448,2025-01-17,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,1kg,19
13449,2025-01-17,Wholesale,Restaurant Suppliers Lanka,Curry Powder,500g,117
13450,2025-01-17,Retail,SonIro Mini Market,Coriander Powder,500g,12
13451,2025-01-17,Retail,Gothama Stores,Turmeric Powder,1kg,6
13452,2025-01-17,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),500g,15
13453,2025-01-17,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),250g,2
13454,2025-01-17,Wholesale,Rancrisp,Coriander Powder,25g,62
13455,2025-01-17,Retail,Italian Mart Kuliyapitiya,Turmeric Powder,100g,1
13456,2025-01-17,Retail,SonIro Mini Market,Coriander Powder,1kg,7
13457,2025-01-17,Wholesale,Arpico Super Centre,Coriander Powder,1kg,298
13458,2025-01-17,Retail,Family Mart,Chili Powder (Steam Less),500g,17
13459,2025-01-17,Wholesale,Laugfs Super,Black Pepper Powder,500g,119
13460,2025-01-17,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,50g,16
13461,2025-01-17,Wholesale,Hotel Suppliers Lanka,Black Pepper Powder,100g,170
13462,2025-01-17,Retail,Pragathi Stores,Black Pepper Powder,100g,12
13463,2025-01-17,Retail,Sagara Super,Curry Powder,250g,3
13464,2025-01-17,Retail,Village Mart,Curry Powder,250g,17
13465,2025-01-18,Wholesale,CIB Shopping Centre,Turmeric Powder,100g,257
13466,2025-01-18,Wholesale,Laugfs Super,Black Pepper Powder,25g,35
13467,2025-01-18,Retail,New City Stores,Chili Powder (Steam Less),50g,4
13468,2025-01-18,Retail,Sewmi Stores,Turmeric Powder,50g,14
13469,2025-01-18,Retail,Pragathi Stores,Coriander Powder,25g,12
13470,2025-01-18,Retail,Kalana Stores,Curry Powder,100g,18
13471,2025-01-18,Retail,Family Mart,Coriander Powder,250g,1
13472,2025-01-18,Wholesale,Cargills Food City,Black Pepper Powder,50g,152
13473,2025-01-18,Retail,Family Mart,Turmeric Powder,1kg,3
13474,2025-01-18,Retail,New City Stores,Turmeric Powder,1kg,14
13475,2025-01-18,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,250g,16
13476,2025-01-18,Retail,Italian Mart Kuliyapitiya,Coriander Powder,25g,16
13477,2025-01-18,Retail,Pallapitiya Stores,Curry Powder,1kg,4
13478,2025-01-18,Retail,Jagath Store,Chili Powder (Steam Less),250g,10
13479,2025-01-18,Retail,Kuliyapitiya Stores,Coriander Powder,100g,9
13480,2025-01-18,Retail,Pallapitiya Stores,Turmeric Powder,100g,13
13481,2025-01-18,Retail,SonIro Mini Market,Turmeric Powder,50g,1
13482,2025-01-18,Retail,New City Stores,Black Pepper Powder,1kg,2
13483,2025-01-19,Retail,CO-OP Big City Kuliyapitiya,Curry Powder,500g,6
13484,2025-01-19,Retail,Yohan Super,Curry Powder,250g,1
13485,2025-01-19,Retail,Gihan Super,Black Pepper Powder,100g,10
13486,2025-01-19,Retail,Sagara Super,Turmeric Powder,250g,13
13487,2025-01-19,Retail,Shantha Super Stores,Black Pepper Powder,50g,4
13488,2025-01-19,Retail,Kalana Stores,Coriander Powder,100g,19
13489,2025-01-19,Retail,Italian Mart Kuliyapitiya,Chili Powder (Steam Less),1kg,18
13490,2025-01-19,Retail,Piyal Stores,Chili Powder (Steam Less),500g,3
13491,2025-01-19,Retail,Sewmi Stores,Turmeric Powder,250g,5
13492,2025-01-19,Retail,Village Mart,Curry Powder,50g,20
13493,2025-01-19,Retail,New City Stores,Curry Powder,100g,14
13494,2025-01-19,Retail,Italian Mart Kuliyapitiya,Coriander Powder,100g,14
13495,2025-01-19,Retail,SonIro Mini Market,Turmeric Powder,250g,15
13496,2025-01-19,Wholesale,Arpico Super Centre,Curry Powder,500g,233
13497,2025-01-19,Wholesale,CIB Shopping Centre,Turmeric Powder,500g,235
13498,2025-01-19,Retail,Ranjith Stores,Chili Powder (Steam Less),1kg,6
13499,2025-01-19,Retail,SonIro Mini Market,Black Pepper Powder,500g,16
13500,2025-01-19,Retail,Gothama Stores,Coriander Powder,250g,7
13501,2025-01-20,Retail,Kuliyapitiya Stores,Black Pepper Powder,1kg,4
13502,2025-01-20,Retail,Yohan Super,Turmeric Powder,1kg,9
13503,2025-01-20,Wholesale,Restaurant Suppliers Lanka,Chili Powder (Steam Less),500g,58
13504,2025-01-20,Retail,Italian Mart Kuliyapitiya,Black Pepper Powder,100g,5
13505,2025-01-20,Retail,Sagara Super,Curry Powder,250g,8
13506,2025-01-20,Wholesale,Restaurant Suppliers Lanka,Coriander Powder,100g,198
13507,2025-01-20,Retail,Shantha Super Stores,Chili Powder (Steam Less),100g,4
13508,2025-01-20,Retail,SonIro Mini Market,Chili Powder (Steam Less),50g,8
13509,2025-01-20,Wholesale,Laugfs Super,Chili Powder (Steam Less),1kg,223
13510,2025-01-20,Retail,Kuliyapitiya Stores,Chili Powder (Steam Less),1kg,19
13511,2025-01-20,Retail,Piyal Stores,Turmeric Powder,500g,9
13512,2025-01-20,Retail,Pallapitiya Stores,Coriander Powder,1kg,20
13513,2025-01-20,Wholesale,Sathosa,Chili Powder (Steam Less),250g,111
13514,2025-01-20,Retail,CO-OP Big City Kuliyapitiya,Black Pepper Powder,25g,6
13515,2025-01-20,Wholesale,CIB Shopping Centre,Coriander Powder,25g,286
13516,2025-01-20,Retail,Family Mart,Black Pepper Powder,50g,5
13517,2025-01-20,Retail,New City Stores,Chili Powder (Steam Less),100g,14
13518,2025-01-20,Retail,Yohan Super,Curry Powder,1kg,4
13519,2025-01-21,Retail,Piyal Stores,Chili Powder (Steam Less),50g,3
13520,2025-01-21,Retail,Village Mart,Black Pepper Powder,100g,13
13521,2025-01-21,Retail,Kuliyapitiya Stores,Curry Powder,100g,17
13522,2025-01-21,Retail,Sagara Super,Chili Powder (Steam Less),500g,14
13523,2025-01-21,Retail,Gihan Super,Black Pepper Powder,25g,4
13524,2025-01-21,Retail,Pallapitiya Stores,Coriander Powder,100g,8
13525,2025-01-21,Retail,Piyal Stores,Chili Powder (Steam Less),100g,10
